content,score
Sangat aplikatif daan ada pengingatnya. Jadi rajin catat transaksi pribadi tiap harinya.,5
mudah digunakan dan bermanfaat,5
"sangat bagus, mudah penggunaannya.",5
Buat habbit pengelolaan paling okee,5
Sangat terbantu dengan aplikasi ini. Terima kasih banyak.semoga sukses,5
sangat membantu mencatat pengeluaran harian buk ibuk rumah tangga,4
"Bagus aplikasi, terus tingkatkan",5
Kenapa gak bisa simpan foto ya,2
mantap jadi tanggung jawab dengan duit dan mudah penggunaannya,5
Praktis dan mudah digunakan,5
Jd termanage pengeluaran...ternyata saya boros selama ini 😂,5
"Sejauh ini OK, meskipun masih bingung penggunaannya..",5
"Suka banget sama alpikasinya,sangat berguna",5
Terus tingkatkan lagi agar menjadi lebih baik.. ❤,5
"Sipp, meski auto backup google drive tdk fungsi",4
sangat bagus dan membantu terima kasih sebanyak2nya👍👍👍,5
Apakah versi premium aplikasi ini hanya berlaku untuk satu perangkat?,5
Terima kasih sangat membantu dalam mengatur keuangan....,4
"mantap, lengkap dan mudah",5
Sangat membantu mencatat catatan keuangan,5
Sangat membantu untuk mengelola keuangan 👍👍,5
tolong dong pencadangan akun caranya gimana? aku ganti hp pas download apk ini jadi ulang lagi,5
Aku sih suka aplikasinya.. sangat membantu. Jd tau aliran dana kemana aja,5
Lebih muda menulis rekapan harian untuk IRT,5
"Mudah mengoperasikannya, praktis ga ribet...top",5
"Bagus sekali dan lengkap, saya dapat mengatur finansial saya",5
sangat amat mudah untuk digunakan,5
Coba agar tampilan d buat lebih bagus,4
baguss gampang di gunakan,5
Sangat membantu mencatat anggaran pribadi,5
Pengalaman kitahanya biasa pd umumnya hambanya alloh bersyukhur serba guna bagi klrg bidang ketrampilan ringan berat sllu ok gyup rukun paseduluran selawase sbr murah senyum apa yg dpt peroleh dari nya sllu mengucap kan alkhmdhulillah amin,1
"5 hari pakai aplikasi ini bagus sih, blm dpt kekurangannya",5
Mantapss apk berguna ngingetin sisa uang dan kemana aja uangnya dipakek,4
Membantu dalam mencatat pengeluaran harian. Terima kasih,4
Aplikasi bagus untuk managemen keuangan l. Recomended 👍👍,5
sangat membantu utk pencatatan harian,5
bagus mudah untuk mengatur keuangan sehari hari,5
App ini sangat memudahkan saya untuk membuat catatan keuangan,5
Bagus utk mencatat keuangan pribadi. Semoga semakin baik,5
keren sangat membantu pencatatan keuangan,5
Mantep banget sangat berguna,5
Bagus untuk mencatat pengeluaran harian,5
Sangat membantu dalam mengelola keuangan 😊,5
Simpel dan nyaman. Mudah digunakan. Suka dengan aplikasi ini. Terima kasih :),4
"pokonya mantap, keuangan jadi rapih dan terpantau",5
Sangat mudah penggunaannya,5
"Mudah, sangat membantu.",5
Sangat membantu dalam pencatatan keuangan,5
Aplikasinya sangat membantu saya dalam mengelola keuangan saya,5
"bagus ,simpel mudah dipahami",5
Sangat memudahkan dalam pencatatan keuangan,5
"sangat rekomen, mudah di mengerti",5
Terimakasih developer sudah membuat aplikasi yang sangat bermanfaat ini,5
Simpel gampang di pahami...kereeen. terimakasih,5
"Bagus, user friendly, sgt bermanfaat",4
Banyak iklan asuu,1
Baik dalam pengolahan keuangan,5
Mudah dan ringan aplikasinya,5
"sangat membantu, dengan fitur-fitur yang ramah untuk pemula, dan sangat membantu dalam menghitung pendapatan dan pengeluaran.",5
"sgt membantu sekali, terimakasih Bintang 5 utk kamu.",5
Bagus.. sangat membantu perencanaan keuangan sya,5
keren banget...semua tercatat dg baik,5
Sangat membantu dan fitur sangat lengkap,5
"kereen sih, jdi saya bisa tau pengeluaran saya perbulan berapa, dan lebih hemat uang",5
"Sangat memudahkan pencatatan keuangan sehari hari, keren! 🔥",5
"bagus, membantu buat pencatan sehari hari",5
kadang gak kerasa ngeluarin uang berapa2 dg begini bs lihat dan analisa keuangan,5
"Saya telah membeli premium, tetapi saya kehilangan ponsel saya. bagaimana cara mendapatkan akses premium lagi?",5
"Bagus, fitur udah lengkap untuk saya",5
Real manage keuangan dari segi perencanaan Dan pelaksanaan nya,5
minimalis dan mudah digunakan,5
bagus sekali untuk merekap pengeluaran sehari hari,5
bagus apk nya biar kita bisa tahu uang kita larinya kemana aja dan berapa aja,5
"bagus buat saya tau kemana uang saya keluar, ga yang tau tau habis wkwkwk",5
gacorr pokonya kalau bisa iklannya 5 detik aja biar ga nyusahin,5
"Aplikasi yang sangat luar biasa, bermanfaat.",5
bagus banget beda dengan aplikasi serupa yg lainnya,5
"sangat membantu kelola keuangan, sesuai kebutuhan saya tq untuk aplikasi ini",5
"User friendly. Namun kalau boleh, laporannya bisa didownload filenya.",5
"mantap , aplikasinya berguna untuk mengatur pengeluaran saya sehari """,5
"aplikasi yg baik , dan membantusekali mengurus ke uangan saya trimakaai",5
"Min, ada typo dibagian kategori. Yang harusnya tulisannya Transportasi jadi Transportas doang.",5
Ini sangat membantu saya yang selalu kocar kacir kelupaan penggunaan uang,5
Simple. Mudah digunakan.,4
Aplikasi ini sangat membantu pengelolaan keuangan saya,5
Suka sih sejauh ini buat kontrol income dan expense,5
Sangat membantu dalam memantau pengeluaran,5
Sangat membantu sekali semoga tambah sukses,5
Aplikasi yg tepat untuk manage keuangan pribadi,5
"Mantap,pengeluaran jadi terkontrol 😀",4
Lebih bagus lagi kalau ada kategori hutang & piutang,4
Sangat membantu meringkas pengeluaran keuangan Rumah Tangga,5
sukaaaaa bgt aplikasi ini.... mudah di mengerti... dan memenuhi smua yg aku pengen,5
Bagus banget.. rugi gak download. Terutama untuk ibu2 yg memanage keuangan,5
bagusss banget dan mudah dalam penggunaan. tks,5
sangat membantu dalam perencanaan keuangan saya. bisa mengetahui pendapatan dan pengeluaran setiap bulan.,5
Bagus sih cuman Iklan mulu,3
"bagus, nggak ribet,bisa offline juga",5
Fitur fiturnya mantab sangqt membantu.,5
Sejauh ini sangat membantu tracking pengeluaran,5
Memudahkan dalam mengatur keuangan. Bagus sekali💕,5
Aplikasi sangat berguna fitur sesuai kebutuhan,5
Aplikasi simpel dan sangat membantu,5
Baik sayang tidak ada opsi pdf,4
Bagus. Semoga peningkatan yg dilakukan bisa membuat aplikasi ini menjadi lebih baik lagi.,5
Sangat membantu dalam mencatat keuangan harian!,5
Mudah digunakan.. sangat bermanfaat,5
Membantu sekali. saran tambahkan tema warna agar tidak bosan.,5
Terima kasih sudah membantu dalam memanajemen pemasukan dan pengeluaran sehari hari saya dalam hal keuangan🙏,5
sangat baik dan membantu dalam pengelolaan keuangan pribadi 👍,5
simple dan sangat membantu,5
"Baru pake sih, sejauh ini gampang dan jelas",5
"Top lah pokonya, yang premium juga bagus",5
Sangat membantu untuk mencatat keuangan agar menjadi pengingat sehingga tidak hidup hedon,5
Sejauh ini aplikasinya sangat membantu banget. Mudah juga digunakan,5
"Bener banget ni aplikasi, fitunya friendly",5
"Bagus, ada sub kategorinya juga.",5
"Ini aplikasi catatn keuangan rumah tangga ke 4 yg saya download. Sejauh ini, ini yg terbaik. Terimakasih.",5
Sangat bermanfaat u/ kelola keuangan. Trims 👍,5
"gampang di pakai, helpfull sekali",5
bagus sangat berguna dan tidak ribet,5
bagus dan mudah di gunakan,5
bagus untuk belajar pencatatan keuangan,5
"Rekom bgt ygy, bisa dirincikan per hari. Jadi pengeluaran bisa ditracking",5
Sangat membantu dalam budgeting sy. Terimakasih ya,5
Aplikasi pengelola keuangan ter the best yg pernah sy coba.,4
Sangat membantu dan sangat mudah,5
Sangat membantu..top dah...lima bintang buat yg bikin aplikasi nya👍👍👍👍,5
Butuh tambah modal tp berjangka agak lama,5
Lebih mudah menata keuangan dan simple,5
"Sejauh ini aplikasi baik, dan mudah di pakai",5
Pengelola keuangan terbaik dan paling simpel,5
sangat recomnded buat pencatatan pengeluaran dan pemasukan,5
"sangat membantu, makasih buat dev nya",5
sangat bermanfaat untuk pencatatan jurnal keuangan l,5
Aplikasinya mantab mudah operatinalnya,5
simple dan sangat bermanfaat,5
Sangat bermanfaat & membantu,5
"aplikasi ini sgt direkomendasikan, fitur yg disediakan jg sgt membantu untuk mengevaluasi pengeluaran",5
Aplikasi yg mudah dan sangat bermanfaat,5
Sangat membantu dalam mengelola pengeluaran,5
"Saya sangat terbantu dengan aplikasi ini,, Untuk mengatur keuangan saya",5
Sangat membantu laporan,5
Dengan aplikasi ini dapat mengetahui keluar masuknya keuangan sehari hari,5
"sudah 2 tahun pakai ni app, recomended buat catat keuangan pribadi",5
Lumayan dikit iklannya,5
Bagus sekali untuk mengetahui perkembangan keuangan dan usaha. Setiap keputusan bisa di ambil referensi dari catatan pembukuannya,5
Bagus ..simpel dan mudah dimwngerti,5
Sangat cocok untuk catatan keuangan sehari hari,5
Bagus dan Rapi. Hny saja ada iklannya,4
"Bagus bangett, semoga iklannya di hapus semua aamiin",5
Aplikasi pengatur keuangan terbaik,5
bagis banget dan bermanfaat untuk pencatatan keuangan,5
Sangat membantu dalam mencatat financial sehari-hari,5
Sangat membantu mencatat keuangan keluarga kecil kami,4
Sangat Membantu.. sukses selalu,5
Aplikasi yg sangat berguna untuk mencatat keuangan,5
Keren si ini membantu banget dalam pencatatan keuangan harian,5
Sangat terbantu dengan adanya aplikasi ini Terima kasih,5
Bagus buat laporan finansial,5
sangatt berguna,5
Bagus dan mudah digunakan,5
sangat berguna dan worth it sekali,5
"sejauh ini sgt membantu sy dalam mencatat keuangan, pengeluaran & pemasukan..",5
Bagus sekali untuk catatan pengeluaran bulanan,5
"aplikasinya bagus,cocok untuk pemula 👍",5
Aplikasi yang sangat berguna buat pembukuan pribadi,5
Sangat membantu mengatur keuangan sy,5
sangat membantu,5
"bagus, detail laporan harian",5
Sangat membantu memncatat pengeluaran,5
Tolong tampilkan nilai saldo asset saat melakukan pengeluaran atau pendapatan,2
simple dan terekap semua,5
Sejauh ini sangat bagus dan membantu,4
Terima kasih sudah mempermudah pengelolaan keuangannya saya.,5
Membantu menlacak keuangan agar tidak miss,5
Mudah digunakan.. Smoga trus lbh baik,5
"aplikasi yang bermanfaat, jadi kemana aja selama ini uang di keluarkan",5
"Praktis, sangat berguna.",5
sangat membantu catatan keuangan harian saya.,5
Aplikasinya Mudah dan Bermanfaat Sekali,5
Bagus untuk pengaturan keuangan pribadi,5
"Mantap aplikasinya membantu, tetima kasih gan",5
Bisa mencatat keuangan dengan rinci,5
sangat memudahkan arus uang yg keluar masuk,5
Sangat membantu trimakasih buat yg bikin aplikasi ini👍👍👍👍,5
Keren dan sangat bermanfaat,5
bermanfaat dalam pengelolaan.,5
sangat bagus untuk pencatatan gratis harian,5
Sangat membantu dalam pencatatan keuangan,4
sangat membantu untuk mengelola menagement keuangan yang punya usaha,5
"Keren, sangat membantu sekali",5
aplikasi yang bagus buat yang baru belajar kelola uang,5
Semenjak download aplikasi ini saya bisa kebeli Pajero sport cash😁,5
Sejauh ini sangat membantu catatan finansial harian,5
sangat bermanfaat utk mengelola keuangan kita secara detail...,5
Bagus dan mudah penggunaan,5
Membantu beberapa catatan keuangan harian. Bagus,5
Terima kasih telah membuat saya mudah mengatur keuangan 😉,5
"keren banget, sangat membanti",5
simple dan memudahkan,5
Sangat membantu memonitor pengeluaran saya,5
Terlalu ribet.. lagi cari yang simple,4
sudah lengkap sesuai kebutuhan,5
aplikasi yang sangat membantu menghitung pengeluaran,5
Sangat membantu manage keuangan,5
"Bagus banget, Sangat membantu.",5
Sangat membantu dalam pencatatan keuangan kita,5
"bener""membatu data masalah keuangan",5
Semoga membantu aku melistt rincian bulanan yang entah itu heheheh,5
mempermudah pekerjaan administrasi,5
ko ga bisa munculin calcbox lagi yaa,4
Bagus dan sangat bermanfaat,5
"Sudah 4 tahun menggunakan aplikasi ini, mudah dipindahkan jg ke hp lain KLO kita ganti hp",5
bisa notal keuangan masuk,5
Sangat membantu untuk mengelola rencana keuangan pribadi,5
Sangat membantu memantau keuangan pribadi,5
Membantu mengatur keuangan di proses saya memiliki penghasilan bersih min 500 juta per bulan,5
sangat amat membantu,5
Sangat membantu dalam kelola keuangan,5
"Sangat membantu, sebagai pengingat... 👍👍👍",5
bagus dan mudah digunakan,5
"bagus, saya sangat terbantu dengan aplikasi ini.",5
"Bagus sekali, jadi tau uangku lari kemana",5
"Sudah pake 2 th lebih, gak ada yg bisa gantiin",5
Sangat membantu dalam keuangan keseharian saya,5
"Bagus, Tapi tidak ada pencatatan hutang",3
terlalu banyak iklan,3
"Bagus, inii app buat ngelola keuangan yg aku carii.",5
Sangat membantu mengelola keuangan sehari-hari,5
apk rekomend. tp gak bisa di download di laptop,5
simpel dan tidak ribet,4
SANGAT BERMANFAAT | SARAN: JANGAN HANYA ALIRAN KELUAR MASUKNYA AJA YG DIPERLIHATKAN. TAPI ALIRAN TRANSFER NYA JUGA. JADI SEMUA GERAKAN BISA KITA PANTAU | TERIMAKASIH,5
sangat membantu,5
"sangat membantu,pokonya bagus banget",5
Pengatur Keuangan Terbaik,5
Sangat membantu & berguna,5
sangat membantu dalam mencatat keuangan sehingga tahu sisa uang berapa,5
sangat membantu untuk saya yang malas mencatat manual,4
"membantu dalam me manajemen keuangan, sangat rekomendasi.",5
detail & mudah digunakan,5
"Bintang empat dulu, nanti menyusul Bintang lima",4
membantu bgt,5
Salam sejatra semua saya terbantu sekali oleh aplikasi ini selama aktipitas onleni silahkan dilanjutkan trimakasih Dede Haryanto modelator grup publik,5
"bagus.. simpel, lengkap, mudah",5
berguna bgt,5
"Sementara kuerennn, mudah2 bagus terus",5
Keuangan jadi lebih teratur,5
sungguh sangat membantu,5
Bagus & mudah digunakan,5
sangat terbantu untuk menghitung pengeluaran pribadi,5
Sangat mudah digunakan.,5
"bagus, akunnya bisa lebih dari 1.. recomended 😉",5
"luar biasa, sangat bermanfaat",5
Keren sih untuk ngwbantu manajemen keuangan,4
Sangat membantu dalam mengelola keuangan,4
bagus banget buat nyatet uang gtu,5
"Pernah coba instal beberapa aplikasi keuangan, dan ternyata ini yg terbaik",5
Sangat membantu untuk mengelola keuangan saya 👍👍,5
Bagus banget buat mengatur keuangan,5
Sangat mudah untuk digunakan,5
"sangat membantu,aplikasi yg bagus",5
"Sangat membantu dalam hal menata keuangan,",5
bagus bermanfaat,5
"Walah, mau online kok harus pake wifi......",4
entah gw yg lupa nulis atau gimana. beberapa data dari beberapa tahun lalu gaada.,4
Seneng banget pake ini Detail aplikasinya,5
Tolong langsung di transfer ke rekening kmi BRI 👏 Smga! Berkah dan manfaat 🤲,5
"Luar biasa, sangat membantu",5
enak bgt dipake,5
Bagus lebih nyaman pakai aplikasi ini untuk berniaga,5
Membantu lacak pemasukan pengeluaran tiap bulan,4
"memang terbaik lah, aplikasi 1 ini buat ngelola uang",5
Sangat membantu mengelola keuangan,5
Tidak suka aplikasinya mampu membagikan ke orang lain data2 pribadi anda,2
"Bagus banget, sangat membantu",5
Bisakah ada fitur berbayar untuk menghilangkan iklan?,4
App ini membantu mengingatkan keuangan saya..good job,5
Aplikasi ini membantu saya untuk mencatat keuangan saya. Terima kasih.,5
"luar biasa, biasa di luar",5
Sangat membantu pencatatan keuangan,5
"sejauh ini baguss,, mantap",5
Sangat membantu untuk mengelola keuangan bagi para pemula.,5
tidak bisa dikaitkan dengan email gogel sehingga kalau beru ah hp data ya akan hilang,1
Jadi rajin catat pakai aplikasi ini mudah tp komplit,5
Bagus fitur lengkap,5
Aplikasi yang sangat berguna untuk pengecekan uang,5
sejauh ini memakai memuaskan. Simpel dan mudah dipahami.,5
"Simple, praktis, bagus",5
sangat indah dan bermanfaat,5
"sangat membantu, terima sudah membuat aplikasi ini",5
Bagus gampang di pakainya,5
akhirnya dapat yg bagus.. masukkany hutang piutangnya boss,5
Sangat membantu dan bermanfaat,5
cara memindahkan isi dalam aplikasi dari android ke iphone/ios bagaimana ya?,5
Bagus poll semiga gratis terus ya biar amal jariyahnya terus mengalir membantu org,5
Aplikasi yang sangat bermanfaat simpel,5
Simpel dan praktis cara pemakaian aplikasinya,5
"Gratis, Lengkap fiturnya....cakeplah..",5
Cukup bagus Dan membantu,4
Bisa utk mencatat anggaran . BGus sih,5
sangat berguna untuk pengaturan keuangan.,5
Sangat membantu dalam mencatat keuangan bulanan saya,5
Sangat membantu kontrol keuangan pribadi,5
"Saya sudah beli premium, ditingkatkan lagi ya..",4
"Bagus, aplikasinya sangat lengkap",5
"aplikasinya mudah dipake,",5
Saya bangga ikutan program bunda Maria hayati semoga bunda sehat sukses selalu semangat terus panjang umur murah rejeki Amin,4
sangat bermanfaat,5
"belum seminggu, tapi lumayan membantu",4
Bagus dan Mudah digunakan,5
Alhamdulillah sangat membantu pencatatan keuangan usaha saya,5
Aplikasi ini sangat memudahkan saya dalam mengelola uang saya,5
aplikasi yg memudahkan utk mencatat keuangan,5
Simpel dan mantap. Terimakasih developer,5
Bagus sekali membantu mencatat keuangan,5
aplikasinya tidak ribet dan rungan,5
"Stuck di logo rp, padahal sebelumnya aman"" sj",1
Apk bagus sangat membantu,5
keren aplikasinya rekomend deh pokoknya,5
"sudah setahun pemakaian, sangat bermanfaat",5
Saya udh lama pake aplikasi ini. Cash flow saya jadi lebih jelas. Terimakasih maker 😊,5
